,1,2,3,4,5,6,7
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.9500000000000001,0.99,0.9999000000000001,0.5,0.6363636363636364,0.39749120217958894,0.8999999999999999
2,0.9025000000000001,0.9801,0.9998000100000003,0.25,0.34545454545454546,0.1526166420706095,0.8099999999999998
3,0.8573750000000002,0.970299,0.9997000299990004,0.125,0.1781818181818182,0.05555028947667151,0.7289999999999998
4,0.8145062500000002,0.96059601,0.9996000599960007,0.0625,0.09018181818181818,0.0184340305369508,0.6560999999999998
5,0.7737809375000002,0.9509900499,0.9995000999900011,0.03125,0.04530909090909091,0.00501351387785217,0.5904899999999997
6,0.7350918906250002,0.941480149401,0.9994001499800024,0.015625,0.022698181818181812,0.0006151813131456317,0.5314409999999997
7,0.6983372960937503,0.93206534790699,0.9993002099650045,0.0078125,0.011357818181818179,-0.0005436183750283882,0.4782968999999997
8,0.6634204312890628,0.9227446944279201,0.9992002799440082,0.00390625,0.005680654545454544,-0.0006548532517347359,0.4304672099999997
9,0.6302494097246097,0.9135172474836408,0.9991003599160139,0.001953125,0.0028406763636363622,-0.0004997964547666118,0.3874204889999997
10,0.5987369392383793,0.9043820750088044,0.9990004498800225,0.0009765625,0.0014204079999999993,-0.0003274646503879656,0.3486784400999997
11,0.5688000922764603,0.8953382542587164,0.9989005498350345,0.00048828125,0.0007102179636363632,-0.00019863721554607967,0.31381059608999967
12,0.5403600876626374,0.8863848717161292,0.9988006597800511,0.000244140625,0.00035511177454545427,-0.00011502580843148344,0.2824295364809997
13,0.5133420832795056,0.877521022998968,0.9987007797140731,0.0001220703125,0.00017755644581818165,-6.458114451204133e-05,0.2541865828328997
14,0.4876749791155304,0.8687458127689782,0.9986009096361018,6.103515625e-05,8.877833461818171e-05,-3.547128038935549e-05,0.2287679245496097
15,0.4632912301597539,0.8600583546412884,0.9985010495451383,3.0517578125e-05,4.438918965090903e-05,-1.916695885467842e-05,0.2058911320946487
16,0.4401266686517662,0.8514577710948755,0.9984011994401839,1.52587890625e-05,2.2194599293818148e-05,-1.0227572824339512e-05,0.18530201888518383
17,0.4181203352191779,0.8429431933839268,0.9983013593202401,7.62939453125e-06,1.10973005405818e-05,-5.4036284408198915e-06,0.16677181699666543
18,0.39721431845821903,0.8345137614500874,0.998201529184308,3.814697265625e-06,5.548650449025445e-06,-2.832243133302507e-06,0.15009463529699887
19,0.37735360253530814,0.8261686238355864,0.9981017090313897,1.9073486328125e-06,2.7743252602596313e-06,-1.474814577452906e-06,0.13508517176729895
20,0.35848592240854277,0.8179069375972305,0.9980018988604867,9.5367431640625e-07,1.387162637279197e-06,-7.638191435871968e-07,0.12157665459056906
21,0.34056162628811565,0.8097278682212583,0.9979020986706008,4.76837158203125e-07,6.935813200694748e-07,-3.9379490648093307e-07,0.10941898913151213
22,0.3235335449737099,0.8016305895390458,0.9978023084607338,2.384185791015625e-07,3.467906603207126e-07,-2.022458538497671e-07,0.0984770902183609
23,0.3073568677250244,0.7936142836436553,0.9977025282298878,1.1920928955078125e-07,1.733953302175513e-07,-1.0352970719906881e-07,0.0886293811965248
