date,vwretd,vwretx,P,DY,DP,PD,D,D12,PD12,r,p,d,d12,pd,pd12
1979-11-30,0.06360385,0.05580971,7.905469284740949,0.007794140000000005,0.007382144648016171,135.46198939203032,0.05835931777040663,0.38012829906060563,356.35860241605684,0.0616630001620492,2.0675548344579977,-2.8411362454163296,-0.9672464541387297,4.908691079874327,3.0348012885967273
1979-12-31,0.0282146,0.02517364,8.104478722546075,0.003040959999999999,0.0029662877402895364,337.12171156476916,0.024040215876125825,0.38304602097563234,880.1075930931426,0.027823900110522038,2.092416837579032,-3.7280271894833263,-0.9596001378147238,5.820444027062358,3.0520169753937556
1980-01-31,0.06560711,0.06330267,8.617513864641431,0.002304439999999991,0.002167247449872378,461.4147775598429,0.018676284947384002,0.38452040380666874,1199.9747555446643,0.06354469307902523,2.153796628301286,-3.980500744580116,-0.9557584256272952,6.134297372881402,3.109555053928581
1980-02-29,0.001014548,-0.005740023,8.56804913685557,0.006754571000000001,0.0067935662263915115,147.1980940018248,0.058207609242204944,0.3924035157788,375.11920276677944,0.0010140336940070913,2.148040068056124,-2.843739189797653,-0.9354645916501289,4.991779257853777,3.0835046597062528
1980-03-31,-0.1202242,-0.1232577,7.511971106759767,0.0030334999999999945,0.003459967655261979,289.0200428547887,0.025991177056651327,0.3966230805753428,728.7020272131799,-0.12808817669724232,2.016497895620579,-3.6499981425257997,-0.9247688684845174,5.666496038146379,2.9412667641050962
1980-04-30,0.05228721,0.04983294,7.88631471220466,0.0024542700000000015,0.0023377719506495974,427.7577202182316,0.018436405328187307,0.3997286896317306,1070.120137266915,0.05096609036215151,2.0651289423696007,-3.993428018675206,-0.9169692379280093,6.058556961044807,2.98209818029761
1980-05-31,0.06009049,0.05262881,8.301362070793484,0.007461680000000005,0.007088614646600832,141.07128823535712,0.0588451567617633,0.4001185878473632,352.57369320010906,0.058354272404870275,2.1164196062536913,-2.8328457466784354,-0.9159943061941803,4.949265352932127,3.0324139124478715
1980-06-30,0.03771436,0.03443834,8.587247200250573,0.0032760200000000045,0.003166955316060699,315.7606913266703,0.027195428171160906,0.40533150055055756,779.0183859329361,0.03702056382957944,2.15027821900751,-3.604706401750152,-0.9030500268023895,5.7549846207576625,3.0533282458098996
1980-07-31,0.06943817000000001,0.06706572,9.163157116553363,0.002372450000000012,0.0022233400956784668,449.773744441398,0.020372814620234575,0.4089118036836785,1099.9284940899602,0.0671334358074305,2.215190782682449,-3.8935538835103483,-0.8942557851079606,6.108744666192797,3.1094465677904095
1980-08-31,0.0235535,0.01723648,9.321097690929692,0.006317020000000003,0.006209981773363066,161.03106844683086,0.05788384676840995,0.40985878629539507,392.8940255309591,0.023280396370094294,2.232280399758964,-2.849316918328298,-0.8919426022810067,5.081597318087262,3.1242230020399706
1980-09-30,0.02949784,0.02661672,9.569194738261814,0.002881120000000001,0.0028064222449055774,356.32556783473086,0.02685520097929136,0.4176029534221144,853.2640033188554,0.029071149377629526,2.25854905754227,-3.6172957717841143,-0.8732241700677535,5.875844829326384,3.1317732276100236
1980-10-31,0.02009481,0.0173695,9.735406866268052,0.0027253100000000016,0.002678780914898669,373.30413787789263,0.026079022112132318,0.4209424796339525,886.829331652425,0.019895573956897186,2.275769432123184,-3.646624038327114,-0.8652590825820603,5.922393470450298,3.141028514705244
1980-11-30,0.1049521,0.09901022,10.699311641886762,0.0059418800000000105,0.00540657392612783,184.96001602186482,0.05784661935054091,0.4204297812140867,439.9308143389621,0.0998019856138568,2.370179406864487,-2.849960265242926,-0.8664778023026447,5.220139672107413,3.2366572091671317
